time_of_sample,route,vehicle,stop_gtfs_sequence
2017-11-10T03:15:11Z,MTA NYCT_M15,5642,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:11Z,MTA NYCT_M8,3812,"1, 2, 3, NA"
2017-11-10T03:15:12Z,MTABC_Q34,609,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10"
2017-11-10T03:15:12Z,MTABC_Q34,626,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:12Z,MTA NYCT_B63,423,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:12Z,MTA NYCT_M9,6747,"1, 2"
2017-11-10T03:15:13Z,MTA NYCT_B1,5104,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:13Z,MTA NYCT_B1,7165,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13"
2017-11-10T03:15:13Z,MTA NYCT_B36,4863,"1, 2, 3, 4, 5, 6, 7"
2017-11-10T03:15:13Z,MTA NYCT_B6,7161,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13"
2017-11-10T03:15:13Z,MTA NYCT_Q88,8475,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:13Z,MTA NYCT_X1,2539,"2, 3, 4, 5, 6"
2017-11-10T03:15:13Z,MTA NYCT_BX12,4089,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"
2017-11-10T03:15:13Z,MTA NYCT_B6,4881,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:14Z,MTABC_Q25,656,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:14Z,MTA NYCT_B37,240,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16"
2017-11-10T03:15:14Z,MTA NYCT_Q55,7261,"1, 2, 3"
2017-11-10T03:15:14Z,MTA NYCT_Q58,7276,"2, 3"
2017-11-10T03:15:14Z,MTA NYCT_BX36,7715,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:15Z,MTABC_Q10,5374,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:15Z,MTABC_Q100,3736,"1, 2, 3, 4, 5, 6, 7, 8"
2017-11-10T03:15:15Z,MTA NYCT_M5,3853,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:15Z,MTA NYCT_Q59,3966,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:15Z,MTA NYCT_X1,2522,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:15Z,MTA NYCT_S46,7037,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:15Z,MTA NYCT_B36,4889,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:15Z,MTA NYCT_Q55,4064,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21"
2017-11-10T03:15:15Z,MTA NYCT_BX1,5686,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:16Z,MTABC_Q10,5372,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11"
2017-11-10T03:15:16Z,MTABC_Q10,5383,"2, 3, 4, 5, 6, 7, 8"
2017-11-10T03:15:16Z,MTABC_Q60,4149,"1, 2, 3, 4, 5, 6, 7, 8"
2017-11-10T03:15:16Z,MTA NYCT_M15,5886,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16"
2017-11-10T03:15:16Z,MTA NYCT_M15,5901,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:16Z,MTA NYCT_B6,4887,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:16Z,MTA NYCT_BX1,4712,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:17Z,MTA NYCT_B6,5094,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18"
2017-11-10T03:15:17Z,MTA NYCT_M55,6737,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16"
2017-11-10T03:15:17Z,MTA NYCT_Q59,7243,"1, 2, 3, 4, 5, 6"
2017-11-10T03:15:17Z,MTA NYCT_M15,5947,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:17Z,MTA NYCT_BX12,5715,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:17Z,MTA NYCT_BX36,7801,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:18Z,MTA NYCT_B6,7149,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:18Z,MTA NYCT_M5,6648,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:18Z,MTA NYCT_Q88,6885,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:18Z,MTA NYCT_X1,2749,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, NA, NA, NA, NA, NA"
2017-11-10T03:15:18Z,MTA NYCT_S54,8208,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:18Z,MTA NYCT_BX12,4766,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17"
2017-11-10T03:15:18Z,MTA NYCT_M42,3817,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15"
2017-11-10T03:15:18Z,MTA NYCT_B1,7191,"1, 2, 3"
2017-11-10T03:15:19Z,MTABC_Q25,648,1
2017-11-10T03:15:19Z,MTABC_Q60,3684,"2, 3, 4, 5, 6, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA"
2017-11-10T03:15:19Z,MTA NYCT_B6,7156,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16"
2017-11-10T03:15:19Z,MTA NYCT_M101,5878,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:19Z,MTA NYCT_M116,6682,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19"
2017-11-10T03:15:19Z,MTA NYCT_B13,3961,"1, 2, 3, 4"
2017-11-10T03:15:20Z,MTABC_Q25,653,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21"
2017-11-10T03:15:20Z,MTA NYCT_M101,6081,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:20Z,MTA NYCT_M15,5889,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:20Z,MTA NYCT_M5,6385,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13"
2017-11-10T03:15:20Z,MTA NYCT_Q55,3968,"2, 3"
2017-11-10T03:15:20Z,MTA NYCT_M9,4111,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:21Z,MTA NYCT_M15,5905,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:21Z,MTA NYCT_M5,6705,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:21Z,MTA NYCT_Q46,8055,"1, 2, 3, 4"
2017-11-10T03:15:21Z,MTA NYCT_X1,2607,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:21Z,MTABC_Q100,7472,1
2017-11-10T03:15:21Z,MTA NYCT_S46,8184,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:22Z,MTABC_Q110,3703,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:22Z,MTABC_Q60,3672,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:22Z,MTA NYCT_B13,7252,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"
2017-11-10T03:15:22Z,MTA NYCT_B63,762,"2, 3, 4, 5, 6, 7"
2017-11-10T03:15:22Z,MTA NYCT_M116,6369,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15"
2017-11-10T03:15:22Z,MTA NYCT_X1,2555,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:22Z,MTA NYCT_X1,2603,"1, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA"
2017-11-10T03:15:22Z,MTA NYCT_BX36,7817,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:22Z,MTA NYCT_BX1,4747,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:22Z,MTA NYCT_BX1,1209,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:22Z,MTA NYCT_B6,4888,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:23Z,MTABC_Q100,7461,"1, 2, 3, 4, 5, 6, 7"
2017-11-10T03:15:23Z,MTA NYCT_B6,7174,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:23Z,MTA NYCT_B63,351,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:23Z,MTA NYCT_M101,5276,"1, 2, 3, 4"
2017-11-10T03:15:23Z,MTA NYCT_Q46,6433,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:23Z,MTA NYCT_Q55,6560,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16"
2017-11-10T03:15:23Z,MTA NYCT_M15,5959,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:24Z,MTA NYCT_M15,5268,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:24Z,MTA NYCT_X1,2547,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:24Z,MTA NYCT_BX36,7701,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:24Z,MTA NYCT_B1,4873,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:25Z,MTA NYCT_M116,6650,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16"
2017-11-10T03:15:25Z,MTA NYCT_M15,5888,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:25Z,MTA NYCT_Q54,6543,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:25Z,MTA NYCT_Q54,6576,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:25Z,MTABC_BXM1,3082,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17"
2017-11-10T03:15:25Z,MTA NYCT_B1,4871,"1, 2, 3, 4, 5"
2017-11-10T03:15:25Z,MTA NYCT_BX2,5787,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11"
2017-11-10T03:15:26Z,MTA NYCT_M101,5624,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13"
2017-11-10T03:15:26Z,MTA NYCT_Q46,6474,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15"
2017-11-10T03:15:27Z,MTA NYCT_B13,7238,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:27Z,MTA NYCT_M101,6079,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:27Z,MTA NYCT_M5,6654,"1, 2"
2017-11-10T03:15:27Z,MTA NYCT_Q46,4700,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11"
2017-11-10T03:15:27Z,MTA NYCT_BX12,5668,"1, 2, 3, 4"
2017-11-10T03:15:27Z,MTA NYCT_BX2,5818,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:28Z,MTA NYCT_M55,3932,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:28Z,MTA NYCT_Q46,8482,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:28Z,MTA NYCT_X1,2598,"1, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA"
2017-11-10T03:15:28Z,MTA NYCT_BX12,4784,"1, 2, 3"
2017-11-10T03:15:28Z,MTA NYCT_B36,4898,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:29Z,MTABC_Q110,3782,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16"
2017-11-10T03:15:29Z,MTA NYCT_Q54,7256,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"
2017-11-10T03:15:29Z,MTA NYCT_Q58,7273,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15"
2017-11-10T03:15:29Z,MTA NYCT_X1,2557,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, NA, NA, NA, NA, NA, NA"
2017-11-10T03:15:29Z,MTA NYCT_S46,8225,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:29Z,MTA NYCT_B6,4870,"1, 2, 3"
2017-11-10T03:15:29Z,MTA NYCT_BX36,7816,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16"
2017-11-10T03:15:29Z,MTA NYCT_B1,7188,2
2017-11-10T03:15:30Z,MTABC_Q10,5377,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:30Z,MTABC_Q60,4169,"2, 3, 4, 5, 6, 7, NA, NA"
2017-11-10T03:15:30Z,MTA NYCT_B6,7155,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:30Z,MTA NYCT_M101,5625,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:30Z,MTA NYCT_M101,5820,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19"
2017-11-10T03:15:30Z,MTA NYCT_Q58,7286,1
2017-11-10T03:15:30Z,MTA NYCT_Q58,4043,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:30Z,MTA NYCT_B6,7190,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21"
2017-11-10T03:15:31Z,MTABC_Q34,186,1
2017-11-10T03:15:31Z,MTABC_Q60,3751,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:31Z,MTA NYCT_B6,7182,"2, 3, 4, 5, 6, 7, 8, 9"
2017-11-10T03:15:31Z,MTA NYCT_M15,5547,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:31Z,MTA NYCT_Q55,6627,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16"
2017-11-10T03:15:31Z,MTA NYCT_X1,2763,1
2017-11-10T03:15:31Z,MTA NYCT_B6,7189,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:31Z,MTA NYCT_BX36,7697,"1, 2, 3"
2017-11-10T03:15:32Z,MTA NYCT_B6,7171,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18"
2017-11-10T03:15:32Z,MTA NYCT_Q58,6541,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:15:33Z,MTA NYCT_M116,3954,"2, 3, 4, 5, 6"
