time_of_sample,route,vehicle,stop_gtfs_sequence
2017-11-10T03:13:40Z,MTABC_Q10,5383,"1, 2, 3, 4, 5, 6, 7, 8, 9"
2017-11-10T03:13:46Z,MTA NYCT_BX36,7698,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18"
2017-11-10T03:13:46Z,MTA NYCT_BX1,5673,1
2017-11-10T03:13:47Z,MTA NYCT_B6,7174,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:13:47Z,MTA NYCT_M15,5889,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:13:47Z,MTA NYCT_Q46,8055,"1, 2, 3, 4, 5, 6"
2017-11-10T03:13:47Z,MTA NYCT_X1,2607,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:13:47Z,MTA NYCT_BX36,7817,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:13:47Z,MTABC_Q100,7472,"1, 2"
2017-11-10T03:13:48Z,MTABC_Q60,3672,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:13:48Z,MTA NYCT_B6,7171,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:13:48Z,MTA NYCT_B63,762,"1, 2, 3, 4, 5, 6, 7, 8"
2017-11-10T03:13:48Z,MTA NYCT_Q54,6543,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:13:48Z,MTA NYCT_BX1,4747,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:13:48Z,MTA NYCT_BX1,1209,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:13:48Z,MTA NYCT_S54,8208,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21"
2017-11-10T03:13:48Z,MTA NYCT_B6,4888,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:13:49Z,MTABC_Q10,5367,1
2017-11-10T03:13:49Z,MTABC_Q10,5374,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:13:49Z,MTA NYCT_B63,351,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:13:49Z,MTA NYCT_BX2,5519,"2, 3, 4"
2017-11-10T03:13:49Z,MTA NYCT_M101,6079,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:13:49Z,MTA NYCT_M116,6650,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17"
2017-11-10T03:13:49Z,MTA NYCT_M15,5888,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:13:49Z,MTA NYCT_Q46,6474,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16"
2017-11-10T03:13:49Z,MTA NYCT_Q55,6560,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19"
2017-11-10T03:13:50Z,MTA NYCT_M15,5268,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:13:50Z,MTA NYCT_B1,4873,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:13:50Z,MTABC_BXM1,3082,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17"
2017-11-10T03:13:51Z,MTA NYCT_X1,2598,"1, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA"
2017-11-10T03:13:51Z,MTA NYCT_B1,4871,"1, 2, 3, 4, 5, 6, 7, 8, 9"
2017-11-10T03:13:51Z,MTA NYCT_BX36,7701,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:13:52Z,MTA NYCT_B13,7238,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:13:52Z,MTA NYCT_M5,6654,"1, 2, 3"
2017-11-10T03:13:52Z,MTA NYCT_Q54,7256,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14"
2017-11-10T03:13:52Z,MTA NYCT_Q58,7286,"1, 2, 3"
2017-11-10T03:13:52Z,MTA NYCT_BX2,5787,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"
2017-11-10T03:13:53Z,MTABC_Q110,3782,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18"
2017-11-10T03:13:53Z,MTA NYCT_M55,3932,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:13:53Z,MTA NYCT_Q46,4700,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"
2017-11-10T03:13:53Z,MTA NYCT_Q46,8482,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:13:53Z,MTA NYCT_Q58,7273,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19"
2017-11-10T03:13:53Z,MTA NYCT_X1,2674,"1, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA"
2017-11-10T03:13:53Z,MTA NYCT_X1,2763,2
2017-11-10T03:13:53Z,MTA NYCT_BX2,5818,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:13:53Z,MTA NYCT_BX12,4784,"1, 2, 3, 4, 5"
2017-11-10T03:13:53Z,MTA NYCT_BX12,5668,"1, 2, 3, 4, 5"
2017-11-10T03:13:54Z,MTABC_Q60,3751,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:13:54Z,MTA NYCT_M101,5625,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:13:54Z,MTA NYCT_M101,5820,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:13:54Z,MTA NYCT_M15,5547,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:13:54Z,MTA NYCT_Q54,7271,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17"
2017-11-10T03:13:54Z,MTA NYCT_X1,2557,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, NA, NA, NA, NA, NA, NA"
2017-11-10T03:13:54Z,MTA NYCT_B1,7188,"1, 2, 3"
2017-11-10T03:13:55Z,MTA NYCT_B6,7155,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:13:55Z,MTA NYCT_Q55,6627,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18"
2017-11-10T03:13:55Z,MTA NYCT_BX36,322,"1, 2, 3, 4"
2017-11-10T03:13:55Z,MTA NYCT_B6,4870,"1, 2, 3, 4, 5"
2017-11-10T03:13:55Z,MTA NYCT_BX36,7816,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17"
2017-11-10T03:13:55Z,MTA NYCT_S46,8225,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:13:56Z,MTABC_Q10,5377,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:13:56Z,MTABC_Q25,608,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:13:56Z,MTA NYCT_Q58,4043,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:13:56Z,MTA NYCT_B6,7183,2
2017-11-10T03:13:56Z,MTA NYCT_B6,7190,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:13:57Z,MTABC_Q34,186,1
2017-11-10T03:13:57Z,MTA NYCT_B1,7147,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:13:57Z,MTA NYCT_B6,7182,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11"
2017-11-10T03:13:57Z,MTA NYCT_M116,3954,"2, 3, 4, 5, 6, 7"
2017-11-10T03:13:57Z,MTA NYCT_Q58,6541,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:13:57Z,MTA NYCT_X1,2529,"1, 2, 3, 4, 5"
2017-11-10T03:13:57Z,MTA NYCT_B6,7189,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:13:57Z,MTA NYCT_BX36,7697,"1, 2, 3"
2017-11-10T03:13:58Z,MTA NYCT_B6,4990,"2, 3, 4, 5, 6, 7"
2017-11-10T03:13:59Z,MTABC_Q10,5388,"2, 3"
2017-11-10T03:13:59Z,MTA NYCT_B36,7158,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15"
2017-11-10T03:13:59Z,MTA NYCT_B37,765,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:13:59Z,MTA NYCT_B6,7160,"2, 3, 4, 5, 6, 7, 8"
2017-11-10T03:13:59Z,MTA NYCT_M101,6047,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19"
2017-11-10T03:13:59Z,MTA NYCT_M5,6415,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:13:59Z,MTA NYCT_Q46,6482,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:13:59Z,MTA NYCT_Q88,8041,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:13:59Z,MTA NYCT_X1,2549,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:13:59Z,MTA NYCT_B6,4881,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:13:59Z,MTA NYCT_M9,4111,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:00Z,MTABC_Q110,3531,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:00Z,MTABC_Q25,648,"2, 3"
2017-11-10T03:14:00Z,MTABC_Q60,3716,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:00Z,MTA NYCT_B37,449,"1, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA"
2017-11-10T03:14:00Z,MTA NYCT_M101,5907,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:00Z,MTA NYCT_M42,6733,"1, 2, 3, 4, 5, 6, 7, 8"
2017-11-10T03:14:00Z,MTA NYCT_Q54,4170,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:00Z,MTA NYCT_Q58,6497,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:00Z,MTA NYCT_Q59,7221,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13"
2017-11-10T03:14:00Z,MTA NYCT_Q88,6488,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:00Z,MTA NYCT_X1,2593,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19"
2017-11-10T03:14:00Z,MTA NYCT_X1,2693,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19"
2017-11-10T03:14:00Z,MTA NYCT_M42,3800,"2, 3"
2017-11-10T03:14:01Z,MTABC_Q110,3779,2
2017-11-10T03:14:01Z,MTABC_Q60,4635,"2, 3, 4, 5, 6, 7, 8, 9, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA"
2017-11-10T03:14:01Z,MTA NYCT_M42,6740,"1, 2, 3, 4, 5"
2017-11-10T03:14:01Z,MTA NYCT_Q46,6458,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:01Z,MTA NYCT_Q46,8042,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:01Z,MTA NYCT_BX2,4741,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:02Z,MTABC_Q10,5365,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:02Z,MTABC_Q25,538,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:02Z,MTA NYCT_B6,4899,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17"
2017-11-10T03:14:02Z,MTA NYCT_Q54,6576,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:02Z,MTA NYCT_Q54,7289,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:02Z,MTA NYCT_BX36,326,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21"
2017-11-10T03:14:02Z,MTA NYCT_BX2,4722,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:02Z,MTA NYCT_B6,7187,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:02Z,MTABC_BXM1,3111,"1, 2"
2017-11-10T03:14:03Z,MTABC_Q10,6112,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:03Z,MTABC_Q72,3555,"1, 2, 3, 4, 5, 6, 7, 8"
2017-11-10T03:14:03Z,MTA NYCT_B6,7153,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:03Z,MTA NYCT_M55,3922,"2, 3, 4"
2017-11-10T03:14:03Z,MTA NYCT_Q59,4557,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:03Z,MTA NYCT_B63,337,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:04Z,MTABC_Q72,4036,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:04Z,MTA NYCT_M5,6716,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:05Z,MTA NYCT_B63,770,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:05Z,MTA NYCT_M5,3864,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:05Z,MTA NYCT_Q58,7258,"1, 2, 3, 4, 5, 6, 7, 8, 9"
2017-11-10T03:14:05Z,MTA NYCT_X1,2519,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11"
2017-11-10T03:14:06Z,MTABC_Q100,3736,"1, 2, 3, 4, 5, 6, 7, 8"
2017-11-10T03:14:06Z,MTABC_Q25,548,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:06Z,MTA NYCT_B1,7154,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11"
2017-11-10T03:14:06Z,MTA NYCT_B13,7212,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:06Z,MTA NYCT_M15,5642,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:06Z,MTA NYCT_BX36,7811,"1, 2, 3, 4, 5, 6, 7, 8"
2017-11-10T03:14:06Z,MTA NYCT_BX1,1211,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:06Z,MTA NYCT_M101,5711,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, NA, NA, NA, NA, NA, NA"
2017-11-10T03:14:06Z,MTA NYCT_BX36,7739,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21"
2017-11-10T03:14:07Z,MTABC_Q34,626,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:07Z,MTABC_Q60,3681,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:07Z,MTA NYCT_B6,5007,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11"
2017-11-10T03:14:07Z,MTA NYCT_B6,7148,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16"
2017-11-10T03:14:08Z,MTABC_Q34,609,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11"
2017-11-10T03:14:08Z,MTA NYCT_B63,423,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:08Z,MTA NYCT_BX1,5577,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"
2017-11-10T03:14:09Z,MTA NYCT_B1,5104,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:09Z,MTA NYCT_B6,7161,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14"
2017-11-10T03:14:09Z,MTA NYCT_M9,6747,"1, 2"
2017-11-10T03:14:09Z,MTA NYCT_Q58,7276,"1, 2, 3, 4"
2017-11-10T03:14:09Z,MTA NYCT_X1,2539,"2, 3, 4, 5, 6, 7"
2017-11-10T03:14:09Z,MTA NYCT_M8,3812,"1, 2, 3, 4, NA"
2017-11-10T03:14:10Z,MTA NYCT_B1,7165,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14"
2017-11-10T03:14:10Z,MTA NYCT_B36,4863,"1, 2, 3, 4, 5, 6, 7, 8"
2017-11-10T03:14:10Z,MTA NYCT_B37,240,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18"
2017-11-10T03:14:10Z,MTA NYCT_M15,5886,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16"
2017-11-10T03:14:10Z,MTA NYCT_Q55,7261,"2, 3, 4"
2017-11-10T03:14:10Z,MTA NYCT_Q88,8475,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:11Z,MTABC_Q10,5383,"1, 2, 3, 4, 5, 6, 7, 8, 9"
2017-11-10T03:14:11Z,MTABC_Q25,656,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:11Z,MTA NYCT_M5,3853,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:11Z,MTA NYCT_Q59,3966,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:11Z,MTA NYCT_X1,2522,"4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:11Z,MTA NYCT_BX36,7715,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:11Z,MTA NYCT_BX12,4089,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13"
2017-11-10T03:14:11Z,MTA NYCT_Q55,4064,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:12Z,MTABC_Q60,4149,"1, 2, 3, 4, 5, 6, 7, 8"
2017-11-10T03:14:12Z,MTABC_Q60,4169,"1, 2, 3, 4, 5, 6, 7, 8, NA, NA"
2017-11-10T03:14:12Z,MTA NYCT_M55,6737,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17"
2017-11-10T03:14:12Z,MTA NYCT_S46,7037,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:12Z,MTA NYCT_B36,4889,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:12Z,MTA NYCT_B6,4887,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:12Z,MTA NYCT_BX1,5686,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:13Z,MTABC_Q10,5372,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12"
2017-11-10T03:14:13Z,MTA NYCT_M15,5901,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:13Z,MTA NYCT_BX1,4712,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:13Z,MTA NYCT_BX36,7748,1
2017-11-10T03:14:14Z,MTA NYCT_B6,7149,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:14Z,MTA NYCT_M5,6648,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:14Z,MTA NYCT_Q59,7243,"2, 3, 4, 5, 6, 7"
2017-11-10T03:14:14Z,MTA NYCT_M15,5947,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:15Z,MTABC_Q60,3684,"1, 2, 3, 4, 5, 6, 7, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA"
2017-11-10T03:14:15Z,MTA NYCT_B6,5094,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19"
2017-11-10T03:14:15Z,MTA NYCT_B6,7156,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17"
2017-11-10T03:14:15Z,MTA NYCT_M101,5878,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:15Z,MTA NYCT_M116,6682,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19"
2017-11-10T03:14:15Z,MTA NYCT_Q88,6885,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:15Z,MTA NYCT_X1,2749,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, NA, NA, NA, NA"
2017-11-10T03:14:15Z,MTA NYCT_B1,7191,"1, 2, 3, 4"
2017-11-10T03:14:15Z,MTA NYCT_BX36,7801,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
2017-11-10T03:14:15Z,MTA NYCT_BX12,4766,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17"
