vehicle,timestamp,route,historical,recent,schedule,hist_cum,rece_cum,sche_cum,predicted_t,measured_t,residual,abs_residual,stop_gtfs_seq,predicted_bins,phase,direction,dist_covered,dist_from_origin,total_trip_dist,depot,is_express,is_invalid,shape,stop_id,block,service_date,predicted_arrival,tail_stop_arr_time,cpred,pred,delta
6034,2017-11-10T11:47:15Z,MTABC_Q10,94.202,64,73,982.914,845.4689999999999,1075,827.109,-482.255,-1309.364,1309.364,14,10--15,in_progress,0,4705.57,8176.45,12038.03,JK,FALSE,FALSE,MTA_Q100280,MTA_550315,MTABC_JKPE7-JK_S7-Weekday-50_3574392,2017-11-10T05:00:00Z,2017-11-10T12:01:02Z,2017-11-10T11:39:12Z,946.3532,827.109,119.24419999999998
6034,2017-11-10T11:47:47Z,MTABC_Q10,63,64,73,888.712,773.4689999999999,1002,747.628,1016,268.372,268.372,13,10--15,in_progress,0,4705.57,7969.3,12038.03,JK,FALSE,FALSE,MTA_Q100280,MTA_550313,MTABC_JKPE7-JK_S7-Weekday-50_3574392,2017-11-10T05:00:00Z,2017-11-10T12:00:14Z,2017-11-10T12:04:43Z,865.2724,747.628,117.6443999999999
6034,2017-11-10T11:47:47Z,MTABC_Q10,94.202,64,73,982.914,837.4689999999999,1075,825.509,-514.255,-1339.764,1339.764,14,10--15,in_progress,0,4705.57,8176.45,12038.03,JK,FALSE,FALSE,MTA_Q100280,MTA_550315,MTABC_JKPE7-JK_S7-Weekday-50_3574392,2017-11-10T05:00:00Z,2017-11-10T12:01:32Z,2017-11-10T11:39:12Z,943.1532,825.509,117.64419999999996
6034,2017-11-10T11:48:19Z,MTABC_Q10,63,64,73,888.712,773.4689999999999,1002,747.628,984,236.372,236.372,13,10--15,in_progress,0,4705.57,7969.3,12038.03,JK,FALSE,FALSE,MTA_Q100280,MTA_550313,MTABC_JKPE7-JK_S7-Weekday-50_3574392,2017-11-10T05:00:00Z,2017-11-10T12:00:46Z,2017-11-10T12:04:43Z,865.2724,747.628,117.6443999999999
6034,2017-11-10T11:48:19Z,MTABC_Q10,94.202,64,73,982.914,837.4689999999999,1075,825.509,-546.255,-1371.764,1371.764,14,10--15,in_progress,0,4705.57,8176.45,12038.03,JK,FALSE,FALSE,MTA_Q100280,MTA_550315,MTABC_JKPE7-JK_S7-Weekday-50_3574392,2017-11-10T05:00:00Z,2017-11-10T12:02:04Z,2017-11-10T11:39:12Z,943.1532,825.509,117.64419999999996
6034,2017-11-10T11:48:51Z,MTABC_Q10,63,64,73,888.712,833.4689999999999,1002,759.628,952,192.372,192.372,13,10--15,in_progress,0,4705.57,7969.3,12038.03,JK,FALSE,FALSE,MTA_Q100280,MTA_550313,MTABC_JKPE7-JK_S7-Weekday-50_3574392,2017-11-10T05:00:00Z,2017-11-10T12:01:30Z,2017-11-10T12:04:43Z,889.2724,759.628,129.6443999999999
6034,2017-11-10T11:48:51Z,MTABC_Q10,94.202,64,73,982.914,897.4689999999999,1075,837.509,-578.255,-1415.764,1415.764,14,10--15,in_progress,0,4705.57,8176.45,12038.03,JK,FALSE,FALSE,MTA_Q100280,MTA_550315,MTABC_JKPE7-JK_S7-Weekday-50_3574392,2017-11-10T05:00:00Z,2017-11-10T12:02:48Z,2017-11-10T11:39:12Z,967.1532,837.509,129.64419999999996
6034,2017-11-10T11:49:23Z,MTABC_Q10,63,64,73,888.712,833.4689999999999,1002,759.628,920,160.372,160.372,13,10--15,in_progress,0,4705.57,7969.3,12038.03,JK,FALSE,FALSE,MTA_Q100280,MTA_550313,MTABC_JKPE7-JK_S7-Weekday-50_3574392,2017-11-10T05:00:00Z,2017-11-10T12:02:02Z,2017-11-10T12:04:43Z,889.2724,759.628,129.6443999999999
6034,2017-11-10T11:49:23Z,MTABC_Q10,94.202,64,73,982.914,897.4689999999999,1075,837.509,-610.255,-1447.764,1447.764,14,10--15,in_progress,0,4705.57,8176.45,12038.03,JK,FALSE,FALSE,MTA_Q100280,MTA_550315,MTABC_JKPE7-JK_S7-Weekday-50_3574392,2017-11-10T05:00:00Z,2017-11-10T12:03:20Z,2017-11-10T11:39:12Z,967.1532,837.509,129.64419999999996
6034,2017-11-10T11:49:55Z,MTABC_Q10,63,64,73,888.712,875.319,1002,776.368,888,111.632,111.632,13,10--15,in_progress,0,4705.57,7969.3,12038.03,JK,FALSE,FALSE,MTA_Q100280,MTA_550313,MTABC_JKPE7-JK_S7-Weekday-50_3574392,2017-11-10T05:00:00Z,2017-11-10T12:02:51Z,2017-11-10T12:04:43Z,906.0124,776.368,129.6443999999999
6034,2017-11-10T11:49:55Z,MTABC_Q10,94.202,64,73,982.914,939.319,1075,854.249,-642.255,-1496.504,1496.504,14,10--15,in_progress,0,4705.57,8176.45,12038.03,JK,FALSE,FALSE,MTA_Q100280,MTA_550315,MTABC_JKPE7-JK_S7-Weekday-50_3574392,2017-11-10T05:00:00Z,2017-11-10T12:04:09Z,2017-11-10T11:39:12Z,983.8932,854.249,129.64419999999996
6034,2017-11-10T11:50:26Z,MTABC_Q10,63,64,73,888.712,875.319,1002,776.368,857,80.632,80.632,13,10--15,in_progress,0,4705.57,7969.3,12038.03,JK,FALSE,FALSE,MTA_Q100280,MTA_550313,MTABC_JKPE7-JK_S7-Weekday-50_3574392,2017-11-10T05:00:00Z,2017-11-10T12:03:22Z,2017-11-10T12:04:43Z,906.0124,776.368,129.6443999999999
6034,2017-11-10T11:50:26Z,MTABC_Q10,94.202,64,73,982.914,939.319,1075,854.249,-673.255,-1527.504,1527.504,14,10--15,in_progress,0,4705.57,8176.45,12038.03,JK,FALSE,FALSE,MTA_Q100280,MTA_550315,MTABC_JKPE7-JK_S7-Weekday-50_3574392,2017-11-10T05:00:00Z,2017-11-10T12:04:40Z,2017-11-10T11:39:12Z,983.8932,854.249,129.64419999999996
6034,2017-11-10T11:50:58Z,MTABC_Q10,63,64,73,888.712,876.319,1002,776.768,825,48.232,48.232,13,10--15,in_progress,0,4705.57,7969.3,12038.03,JK,FALSE,FALSE,MTA_Q100280,MTA_550313,MTABC_JKPE7-JK_S7-Weekday-50_3574392,2017-11-10T05:00:00Z,2017-11-10T12:03:54Z,2017-11-10T12:04:43Z,906.4124,776.768,129.64440000000002
6034,2017-11-10T11:50:58Z,MTABC_Q10,94.202,64,73,982.914,940.319,1075,854.649,-705.255,-1559.904,1559.904,14,10--15,in_progress,0,4705.57,8176.45,12038.03,JK,FALSE,FALSE,MTA_Q100280,MTA_550315,MTABC_JKPE7-JK_S7-Weekday-50_3574392,2017-11-10T05:00:00Z,2017-11-10T12:05:12Z,2017-11-10T11:39:12Z,984.2932000000001,854.649,129.64420000000007
6034,2017-11-10T11:51:29Z,MTABC_Q10,63,64,73,888.712,884.319,1002,778.368,794,15.632,15.632,13,10--15,in_progress,0,4705.57,7969.3,12038.03,JK,FALSE,FALSE,MTA_Q100280,MTA_550313,MTABC_JKPE7-JK_S7-Weekday-50_3574392,2017-11-10T05:00:00Z,2017-11-10T12:04:27Z,2017-11-10T12:04:43Z,909.6124,778.368,131.24439999999993
6034,2017-11-10T11:51:29Z,MTABC_Q10,94.202,64,73,982.914,948.319,1075,856.249,-736.255,-1592.504,1592.504,14,10--15,in_progress,0,4705.57,8176.45,12038.03,JK,FALSE,FALSE,MTA_Q100280,MTA_550315,MTABC_JKPE7-JK_S7-Weekday-50_3574392,2017-11-10T05:00:00Z,2017-11-10T12:05:45Z,2017-11-10T11:39:12Z,987.4932000000001,856.249,131.2442000000001
6034,2017-11-10T11:52:01Z,MTABC_Q10,63,64,73,888.712,884.319,1002,778.368,762,-16.368,16.368,13,10--15,in_progress,0,4705.57,7969.3,12038.03,JK,FALSE,FALSE,MTA_Q100280,MTA_550313,MTABC_JKPE7-JK_S7-Weekday-50_3574392,2017-11-10T05:00:00Z,2017-11-10T12:04:59Z,2017-11-10T12:04:43Z,909.6124,778.368,131.24439999999993
6034,2017-11-10T11:52:01Z,MTABC_Q10,94.202,64,73,982.914,948.319,1075,856.249,-768.255,-1624.504,1624.504,14,10--15,in_progress,0,4705.57,8176.45,12038.03,JK,FALSE,FALSE,MTA_Q100280,MTA_550315,MTABC_JKPE7-JK_S7-Weekday-50_3574392,2017-11-10T05:00:00Z,2017-11-10T12:06:17Z,2017-11-10T11:39:12Z,987.4932000000001,856.249,131.2442000000001
