distance_along_trip,n
6649.86180476,19
6650.16488186,3
6650.18665359,12
6650.89817068,10
6651.11744848,10
6651.79362316,7
6652.14156862,19
6652.70165349,7
6652.71480139,3
6652.72746597,19
6652.77715193,38
6652.82438169,1
6653.02410619,20
6653.22699228,17
6653.31479723,19
6653.54032439,6
6653.58241192,16
6653.6791119,1
6653.69011288,20
6654.05960531,39
6654.24726207,20
6654.43839874,8
6654.44179207,15
6654.52178908,20
6654.62207836,20
6654.80052944,12
6655.31843169,20
6655.32904283,19
6655.39144285,7
6655.41729699,17
6655.49261892,17
6655.59677698,2
6655.64661522,38
6655.69586788,57
6655.87936501,19
6655.92875529,30
6655.95011379,20
6656.10032295,20
6656.10647953,19
6656.14014334,20
6656.20012754,20
6656.43297454,19
6656.57257648,19
6656.73031626,40
6656.83084509,3
6656.8596296,2
6656.91146348,17
6657.06113774,19
6657.19117672,20
6657.37618012,20
6657.45714643,19
6657.46267774,16
6657.48742789,20
6657.70659046,7
6657.91578581,34
6658.15636106,20
6658.33629853,2
6658.35631806,7
6658.51195739,20
6658.57454924,38
6658.59954991,6
6658.64556537,20
6659.08868299,26
6659.28674735,20
6659.34055581,3
6659.41134396,19
6659.46429422,20
6659.49838797,20
6659.55582559,14
6659.70940216,40
6660.35287791,19
6660.6017605,20
6660.71393394,17
6660.78240414,19
6660.79205356,20
6660.79541069,20
6660.89185036,1
6660.91359629,19
6661.07818945,19
6661.31788651,19
6661.37025398,2
6661.38876232,15
6661.57984215,30
6661.70234369,19
6661.79554999,20
6661.79988654,7
6661.81279618,20
6661.86905879,16
6661.92103322,33
6662.22421249,19
6662.23422732,13
6662.34918252,1
6662.60457935,17
6663.19012424,2
6663.23355054,20
6663.27866097,20
6663.29562175,16
6663.3246126,10
6663.38502914,20
6663.73896723,10
6663.78525608,6
6664.01718063,19
6664.14619121,19
6664.34085907,19
6664.36920754,2
6664.39645308,19
6664.5164044,36
6664.60107363,19
6664.71767534,19
6664.89841849,20
6664.93425462,15
6664.97992637,20
6665.0019895,17
6665.42249176,20
6665.79637281,8
6665.80697281,9
6665.84375579,1
6666.05055494,20
6666.08125592,19
6666.35223002,14
6666.492294,4
6666.50976367,19
6666.70010582,19
6666.76049042,16
6666.84791979,40
6666.88780306,20
6667.01619038,16
6667.12676709,57
6667.59348302,20
6667.73407825,20
6667.93587096,19
6668.31887486,18
6668.35335522,4
6668.40052542,20
6668.43672118,18
6668.47974693,13
6668.63156472,20
6668.75224678,17
6669.04727102,20
6669.83460925,57
6670.03451121,20
6670.08994797,54
6670.25702933,19
6670.33316008,1
6670.48246231,40
6670.53787745,19
6670.55031871,16
6670.57975956,60
6670.82716883,19
6671.47670134,19
6671.87891595,20
6672.06271867,19
6672.09289582,12
6672.12134532,18
6672.18982801,8
6672.19253445,16
6672.44695154,20
6673.08337225,3
6673.20158798,19
6673.27976256,60
6673.3175083,20
6673.50627937,38
6673.58796259,19
6674.03359104,7
6674.04940415,20
6674.07462143,19
6674.1566684,6
6674.32514886,93
6674.46069684,4
6674.53841899,20
6674.66864452,10
6674.67665392,20
6674.77240988,79
6674.90358963,19
6675.17245525,19
6675.96919383,18
6676.35129273,8
6677.34131593,79
6677.39913988,3
6677.47382745,1
6677.83851436,20
6677.91151502,7
6677.96251289,3
6678.04585268,20
6678.09199714,20
6678.31713764,13
6678.34751039,18
6678.46279893,13
6678.59757374,20
6678.82520439,20
6678.92060822,22
6679.08173736,20
6679.11622385,33
6679.24461379,19
6679.4343295,20
6679.44308319,38
6679.45846581,20
6679.73979331,36
6679.78239855,40
6680.16916069,20
6680.26060537,18
6680.36103434,13
6680.39188673,8
6680.4859245,19
6680.51275745,3
6680.66536633,19
6680.85753438,19
6680.94283609,20
6681.04650858,20
6681.12824672,19
6681.13883772,1
6681.75599346,1
6682.15837421,20
6682.21361982,20
6682.30912642,57
6682.34010421,18
6682.38974721,19
6682.41148511,95
6682.45803486,20
6682.75180803,80
6682.76505262,38
6682.93477755,10
6682.99743493,19
6683.01267075,18
6683.02628305,20
6683.09458999,38
6683.3510861,20
6683.4159579,18
6683.4228278,20
6683.51039278,21
6683.52875671,18
6683.97461317,2
6684.07029794,95
6684.21725337,8
6684.317585,60
6684.46859078,3
6684.54435626,12
6684.54546918,14
6684.75470977,40
6685.23175341,20
6685.31119514,57
6685.3121485,20
6685.37988702,19
6685.47366198,1
6685.69069459,8
6685.77414315,2
6686.03654695,20
6686.06859286,40
6686.10208426,20
6686.19205125,20
6686.3011152,76
6686.49795683,19
6686.69773553,20
6686.88589667,20
6687.42936385,20
6687.44882932,87
6687.52485408,19
6687.73511704,3
6687.8738208,16
6687.89961956,20
6687.90095122,38
6687.9279825,20
6688.06130681,20
6688.34828893,19
6688.70631868,17
6688.71342713,19
6688.71640806,9
6688.8975899,20
6689.06842496,20
6689.0945857,7
6689.13076921,17
6689.40425702,12
6689.49231078,19
6689.6533007,18
6689.7236211,20
6689.9381941,20
6689.94127321,40
6689.95735821,20
6690.0383779,1
6690.06297291,19
6690.3958353,18
6690.40944859,1
6690.43330386,3
6690.45697985,13
6690.7459951500005,20
6690.88016115,38
6691.07006107,3
6691.39642047,9
6691.52591235,26
6691.7259247600005,18
6691.84140944,36
6691.86979688,40
6692.23528053,20
6692.46034175,17
6692.71340004,15
6692.7758067,38
6692.78272171,4
6692.89903165,19
6693.53784775,13
6693.58828262,57
6693.64370223,7
6693.83555789,19
6693.88624853,40
6694.03941822,20
6694.0582239,12
6694.14958474,20
6694.28400769,8
6694.28509276,20
6694.40604057,19
6694.41934068,20
6694.58287468,7
6694.78842453,5
6694.8622586,20
6694.9361681,18
6695.04475402,2
6695.10693777,20
6695.4019903,77
6695.61706384,9
6696.48563515,20
6696.79242121,17
6696.89474285,20
6697.10177146,1
6697.29018831,13
6697.54508015,1
6698.22894187,18
6698.30390539,19
6698.40848948,20
6698.51952914,20
6698.57192832,20
6698.60749259,1
6698.73101806,10
6698.76470937,20
6698.78106346,19
6698.81407403,16
6698.8975174,20
6698.97124912,55
6699.04366705,19
6699.05992635,13
6699.27561402,34
6699.30527013,12
6699.51353001,7
6699.76844734,20
6699.8067477,20
6699.86880468,40
6700.17642569,30
6700.21138129,2
6700.23871733,38
6700.26404622,20
6700.3214024,13
6700.36265509,20
6700.52438427,20
6700.60576951,17
6700.61428051,20
6700.79290476,19
6701.01467101,29
6701.02693811,40
6701.04513321,38
6701.04931735,20
6701.18864963,20
6701.84070922,16
6702.1196543,20
6702.1322211,16
6702.36633082,22
6702.40380879,15
6702.4108821,20
6702.54050793,60
6702.55195708,19
6702.57483987,17
6703.12785247,20
6703.20206887,20
6703.28161204,2
6703.47314672,19
6703.60238242,4
6703.99643156,28
6704.28302333,20
6704.29446198,20
6704.3153649,6
6704.55637517,40
6704.56934961,21
6704.79590983,20
6704.81836045,28
6704.85312346,16
6704.96294541,51
6705.10424917,13
6705.36247131,8
6705.53334905,16
6705.59152544,14
6705.6003836,20
6705.73783412,13
6705.87174646,20
6706.23650829,3
6706.32916116,20
6706.3939771,19
6706.44747889,40
6706.55344951,19
6706.56629734,21
6706.70389308,19
6707.104886,3
6707.1071222,20
6707.20899974,20
6707.29105181,7
6707.43524353,60
6707.61709582,20
6707.64651236,22
6708.20009023,20
6708.224799,20
6708.39655643,2
6708.45372202,8
6708.53240857,20
6708.54592628,20
6708.65300815,20
6708.74585004,20
6708.95549249,20
6709.13938124,20
6709.23508023,10
6709.2688167,38
6709.36708434,2
6709.45174949,19
6709.48126269,60
6709.61470259,16
6709.67902556,20
6709.75499741,20
6709.95421584,40
6709.96705398,57
6710.03743088,40
6710.24180968,14
6710.38438468,7
6710.45720106,17
6710.75115122,20
6711.02951252,20
6711.29850606,20
6711.32514744,20
6711.71781875,19
6711.84016834,7
6712.03517955,19
6712.17208545,6
6712.44478043,13
6713.15554272,19
6713.17696013,18
6713.38065844,79
6713.47528573,1
6713.5292618,19
6713.67518858,18
6713.87149661,20
6713.92706104,13
6713.94852041,18
6714.09686688,20
6714.14845125,20
6714.18397189,19
6714.18547993,13
6714.30549601,5
6714.37628172,16
6714.53410194,3
6714.58556269,20
6714.89209393,23
6715.02182835,40
6715.15091002,20
6715.16987824,16
6715.65774054,20
6715.68513921,20
6715.7139054,19
6715.74358743,18
6715.92340559,20
6716.34519575,20
6716.38928487,7
6716.72552903,20
6716.75595012,15
6716.90295183,35
6717.12883923,6
6717.16457351,5
6717.20218493,40
6717.36177171,6
6717.44578806,18
6717.96593995,4
6718.11663923,56
6718.31203391,19
6718.40930283,13
6718.55610569,16
6718.6019881,6
6718.71134986,20
6718.98771938,20
6719.13786085,45
6719.3863932,40
6719.43508717,14
6719.45592539,38
6719.51579546,20
6719.78569573,18
6720.00216505,20
6720.07027426,2
6720.13124181,15
6720.2831782,20
6720.55955791,40
6720.64685383,20
6720.67425135,13
6720.72161915,19
6720.81850881,20
6720.86503364,38
6721.06264605,36
6721.16243879,20
6721.24325582,38
6721.3179614,20
6721.6932193,14
6721.7121447,16
6721.9760613,38
6722.12591062,20
6722.29871298,2
6722.5389888,15
6722.78008036,3
6722.83609017,20
6723.10345654,20
6723.27678373,20
6723.30865566,6
6723.32058325,20
6723.35487988,38
6723.55889529,16
6723.70401419,20
6723.73155294,14
6723.89943998,13
6723.9483892,2
6724.09530545,20
6724.28592601,13
6724.34133156,16
6724.63474651,38
6724.96519947,20
6724.98698701,17
6725.01553481,20
6725.1438942,15
6725.32399824,40
6725.48751792,7
6725.52674321,14
6725.54678498,19
6725.9940878,6
6726.03725387,20
6726.10088417,4
6726.10213316,12
6726.17628783,51
6726.25426997,4
6726.34481864,19
6726.36767785,20
6726.52782856,20
6726.54440853,18
6726.58951519,7
6726.70787254,13
6726.742562,20
6727.0205098,20
6727.03080968,19
6727.33939033,6
6727.34667447,8
6727.3896761,9
6727.46942972,20
6727.51715784,20
6727.51986991,13
6727.52986584,12
6728.02163518,20
6728.05403615,19
6728.0570232,20
6728.4644637,12
6728.49714732,20
6728.57977724,20
6728.75758649,17
6728.78356829,120
6729.30460231,19
6729.33722284,19
6729.54061969,20
6729.75325493,38
6730.03946876,17
6730.22666818,3
6730.33498695,3
6730.40422403,20
6730.48962365,3
6730.73039146,2
6730.90502996,3
6730.98284216,20
6731.17484063,20
6731.23929817,39
6731.68446371,20
6731.88333184,2
6732.03525717,20
6732.33925617,58
6732.64402941,100
6732.93039648,14
6733.04675182,19
6733.39960241,60
6733.47505757,6
6733.65551837,3
6733.95346738,20
6734.12139259,45
6734.50037312,19
6734.55662033,3
6734.58575098,7
6734.61179883,4
6735.12551114,17
6735.15240421,6
6735.28158479,16
6735.86640394,20
6736.49496035,20
6736.50180782,20
6736.51594486,19
6736.65687715,20
6736.66311512,19
6736.88077327,6
6736.93305273,6
6737.19596159,14
6737.40894809,15
6737.51239372,10
6737.56171841,20
6737.63145107,38
6737.98202568,20
6738.21579091,20
6738.31532357,39
6738.45627555,20
6738.64147621,19
6738.77326356,4
6738.8573708,19
6739.18816245,20
6739.26710259,1
6739.55508021,40
6739.65113992,13
6740.04834417,20
6740.06938491,55
6740.46952554,12
6740.5163794,30
6740.5544671,20
6740.76170511,3
6740.91654168,70
6740.99497326,12
6741.024198,1
6741.39780839,2
6741.40897544,18
6741.86741734,40
6741.91852951,20
6742.20250983,32
6742.37546223,2
6742.83277912,19
6742.93472828,3
6743.19050515,20
6743.51470867,20
6743.58234287,6
6743.65553526,8
6743.72728742,19
6743.83998439,11
6743.9901577,20
6744.22541277,80
6744.2302844,18
6744.30983738,14
6744.32068963,2
6744.32752345,20
6744.3682841,18
6744.42342428,5
6744.55915174,3
6744.67568364,28
6744.88925819,15
6744.92777753,16
6744.99696083,19
6745.38188057,7
6745.50778304,40
6745.77019906,20
6745.78390026,20
6745.99587084,20
6746.14089011,18
6746.43097426,31
6746.7656558,20
6746.83552356,16
6746.86686454,20
6746.91373911,15
6747.0899387,20
6747.096193,3
6747.43413145,60
6747.48601885,7
6747.61058386,36
6747.70733563,15
6747.72483759,8
6747.73092624,9
6747.84371013,19
6747.98808084,20
6748.08587389,20
6748.14239511,19
6748.28251107,19
6748.31741569,2
6749.09140186,20
6749.36602846,20
6749.54384325,40
6749.73460299,20
6749.82404141,14
6750.03904941,4
6750.07997191,18
6750.13833292,20
6750.21714425,20
6750.50886695,40
6750.56219747,8
6750.73513658,20
6750.74386387,20
6750.76528253,20
6750.81698162,19
6751.07212356,20
6751.12898555,2
6751.35595192,20
6751.38118334,17
6751.4685373,16
6751.85116301,19
6751.88407985,20
6751.88933849,38
6751.97322503,17
6751.98330623,20
6752.04612781,20
6752.10159925,2
6752.15214836,20
6752.32647538,1
6752.42901759,7
6752.43624447,20
6752.59416486,20
6752.79916261,19
6753.1054732,20
6753.27678365,18
6753.33703223,20
6753.37547381,20
6753.57990347,40
6753.63501577,15
6753.63809252,5
6753.63964081,20
6753.85613793,4
6754.22251815,20
6754.27323736,15
6754.47057865,20
6754.52820013,20
6754.53313351,38
6754.61881833,2
6754.78134361,19
6754.84970433,15
6755.1630998,1
6755.16393584,14
6755.41912244,4
6755.49616591,28
6755.68610314,8
6755.79011916,40
6755.90994055,3
6756.07939014,5
6756.10155103,32
6756.23909844,24
6756.5502683,15
6756.58862628,19
6756.59825886,20
6757.21593533,24
6757.33539978,8
6757.9168446,20
6757.93728146,6
6758.00789457,15
6758.14997254,19
6758.18573532,20
6758.22958526,40
6758.24542664,5
6758.47837767,7
6758.73441243,19
6758.81768694,30
6758.92238229,17
6759.39899437,38
6759.41705954,20
6759.87535065,9
6759.92858172,20
6759.96347955,4
6759.99413405,3
6760.02919521,20
6760.17627972,20
6760.19311217,38
6760.20671344,2
6760.73456477,32
6760.81165912,20
6760.96830467,60
6761.34142942,2
6761.40607333,28
6761.63491166,20
6761.72994803,1
6761.74068204,2
6761.83171793,20
6762.02810551,20
6762.27398909,20
6762.35071587,20
6762.37129295,20
6762.38077336,15
6762.60979166,20
6762.61581624,2
6762.71006759,40
6762.85276076,5
6763.24314023,20
6763.29635306,20
6763.3525242,15
6763.76305283,13
6764.01003368,20
6764.02954784,18
6764.44925584,1
6764.56767994,20
6764.92138733,20
6764.92569462,3
6765.15642782,10
6765.27106857,17
6765.31711442,20
6765.3289633,20
6765.91194887,20
6766.02229877,20
6766.07082117,4
6766.43086193,6
6766.45273722,20
6766.63989032,19
6766.75365215,15
6766.81161037,20
6766.87589192,20
6767.14578878,6
6767.21827546,38
6767.37932005,20
6767.46009488,5
6767.51090872,5
6767.71096535,19
6767.7273677,40
6767.90097696,1
6767.97232021,20
6768.06552966,20
6768.13807326,20
6768.52163159,14
6768.79631438,20
6768.91952409,10
6769.209641,1
6769.33972677,17
6769.42710608,20
6769.44432801,32
6769.45577131,16
6769.85581747,8
6770.00059224,32
6770.16435012,40
6770.26460395,14
6770.53165096,5
6770.86918896,20
6770.9078516,18
6770.97205867,20
6770.97868319,7
6771.05113446,9
6771.31015423,20
6771.55387329,2
6772.067429,5
6772.0988642,10
6772.27979667,20
6772.32452138,19
6772.55712503,20
6772.69184278,20
6772.8362224,60
6773.28039183,20
6773.47336,7
6773.76020452,33
6773.85298751,20
6773.92568422,19
6774.02157928,18
6774.02514885,20
6774.09008033,20
6774.58236038,20
6774.62758691,20
6774.79461671,20
6775.15798906,40
6775.39584663,16
6775.9068741,5
6775.93831064,13
6776.67476312,5
6776.95627993,20
6777.00944702,15
6777.0784707,6
6777.1949428,6
6777.34390024,19
6777.49494303,19
6777.82151365,20
6778.35687143,16
6778.44697675,19
6778.48025188,1
6778.56018287,9
6778.69378857,20
6778.81265838,20
6778.90966065,20
6779.18654624,20
6779.46127271,20
6780.58834188,20
6781.00370593,57
6781.04188156,13
6781.05288073,20
6781.05958397,20
6781.06420185,38
6781.13360782,40
6781.28209723,5
6781.45924375,40
6781.49175905,19
6781.53010806,20
6781.80686197,7
6782.05136369,20
6782.10519684,20
6782.18882845,20
6782.49836309,16
6782.53840227,14
6782.56286594,17
6782.85648718,20
6783.27374681,20
6783.62389126,10
6783.75742257,2
6783.90619862,19
6783.96633379,40
6784.53612744,19
6784.63346066,19
6784.6904109,12
6784.77455489,8
6785.23616164,18
6785.45574259,14
6785.59364271,20
6785.74688272,60
6785.82583208,15
6785.83813314,20
6785.84039616,17
6785.99046931,12
6786.10402403,20
6786.19506509,20
6786.24792226,19
6786.33609986,15
6786.36590661,10
6786.40400614,3
6786.40920371,2
6786.85715709,18
6787.02159922,1
6787.10187415,20
6787.28925533,20
6787.50495405,20
6787.70618645,20
6787.71557136,18
6787.75086275,2
6787.78869341,2
6787.81481019,9
6787.94511043,19
6788.20271947,147
6788.22628611,14
6788.56403033,20
6788.72898652,13
6788.91494063,20
6788.98402361,20
6789.01126996,18
6789.2634206,15
6789.59613174,20
6789.63612654,20
6789.73676996,2
6789.8983082,32
6790.35368084,19
6790.43645068,20
6790.468497,34
6790.51035431,1
6790.59387707,15
6790.68384018,15
6790.71721386,19
6791.27713824,20
6791.2852028,15
6791.46391135,20
6791.49565003,30
6791.77197829,35
6792.20451327,19
6792.21711201,20
6792.2211645,20
6792.40792263,100
6792.63732492,30
6792.78595001,20
6792.9077445,13
6792.95641395,19
6793.41925912,20
6793.48367035,17
6793.48739164,19
6793.56171388,19
6793.5994496,20
6793.62960201,15
6794.10243847,15
6794.16152407,20
6794.35052613,20
6794.38765882,20
6794.43811512,26
6794.85147602,20
6795.37310549,20
6796.24148464,40
6796.32071574,15
6796.45700548,40
6796.53078088,6
6796.53352537,5
6796.61165126,19
6796.67754435,19
6798.12663666,7
6798.14327206,19
6798.46570982,20
6798.54030535,18
6798.69544628,8
6798.96444493,30
6799.17241198,6
6799.24458909,10
6799.607843,19
6799.6343151,29
6800.08650656,19
6800.25438385,19
6800.386595,19
6800.58459957,19
6800.70449661,20
6800.76297642,19
6800.7835675,20
6800.91389696,20
6801.1827998,20
6801.19523438,8
6801.7589767,6
6802.03011464,20
6802.13232956,19
6802.63155836,20
6802.65519719,19
6802.71487091,3
6802.7418724,62
6803.05066674,2
6803.17045822,40
6803.22298568,13
6803.26613778,5
6803.64061667,20
6803.67430698,19
6803.8533726,2
6804.07882867,16
6804.23492408,40
6804.25464199,19
6804.28210394,19
6804.46867207,20
6804.69941807,8
6804.81976235,29
6804.84296116,26
6804.89176115,19
6805.01736045,40
6805.04911705,38
6805.16972806,20
6805.2078115,17
6805.59535287,2
6805.72756193,20
6805.85186391,19
6806.04868621,20
6806.26078479,20
6806.52848255,37
6806.62370744,20
6806.83704478,38
6806.94370167,19
6807.06470211,16
6807.37161541,7
6807.90884728,40
6808.02250633,20
6808.40686896,20
6808.57495366,76
6808.71712875,7
6808.78310772,17
6808.92737684,20
6808.98356465,19
6809.01028196,18
6809.03880855,3
6809.48693416,19
6809.51816382,4
6809.58563023,1
6809.72624762,23
6809.8532518,38
6809.89001123,20
6809.97786093,16
6809.99692689,2
6810.24700993,20
6810.27066394,57
6810.34424387,40
6810.8158556,20
6810.90386257,17
6811.07772537,4
6811.1413281,19
6811.33340674,13
6811.43280889,33
6811.71870702,1
6811.7849535,5
6812.059754,5
6812.59116144,17
6812.66056561,2
6812.70738582,19
6812.79540522,20
6812.80258125,38
6812.81154239,19
6812.9084901,20
6813.07582216,20
6813.44697002,20
6813.67962855,7
6813.69352118,20
6813.90277453,12
6814.00805351,10
6814.08125254,20
6814.55853581,19
6814.61895976,19
6814.63940891,20
6814.78206613,16
6814.98757456,20
6815.09960817,16
6815.2122343,6
6815.3742676,19
6815.42845865,11
6815.72079662,20
6816.25208955,2
6816.34348801,19
6816.45656211,5
6816.46984846,14
6816.81438233,20
6817.01669383,10
6817.06484798,13
6817.08819859,8
6817.27150425,6
6817.42386921,17
6817.44807369,20
6817.57417404,19
6817.90944383,20
6818.24279705,2
6818.69167594,57
6818.69226258,20
6818.83210793,20
6819.02194709,20
6819.08931362,18
6819.24670217,9
6819.50520856,57
6819.51006037,3
6819.591864,20
6819.80941848,2
6819.82185714,20
6820.1980008,1
6820.29240377,20
6820.60367016,15
6820.83335944,20
6820.87071663,19
6820.95661542,16
6820.95683905,20
6821.01896499,7
6821.03689578,3
6821.34098085,19
6821.35543252,39
6821.43463516,38
6821.66621116,17
6821.77654307,19
6821.95257225,5
6821.98202296,20
6822.02366569,6
6822.06996778,20
6822.19128327,20
6822.4218678,14
6822.58936506,2
6822.80237648,19
6822.84906908,18
6823.06867571,13
6823.17283537,20
6823.2377408,20
6823.33613924,20
6823.40977193,19
6823.68714879,19
6823.98105127,20
6824.15192456,16
6824.40691696,20
6824.58256338,21
6824.83756399,15
6825.11512838,19
6825.25017833,5
6825.34145989,20
6825.34196463,20
6825.35077865,20
6825.59534185,15
6825.64690313,20
6826.01656304,20
6826.11126921,20
6826.16402271,3
6826.47919679,19
6826.74376314,20
6826.97961399,19
6827.04189205,19
6827.2237004,20
6827.32691792,17
6827.55918478,20
6827.58249009,20
6828.0361434,20
6828.39059725,19
6828.58288867,20
6828.59260669,38
6828.72086371,20
6828.89546784,20
6828.90512053,19
6829.05620853,2
6829.1555574,38
6829.24588554,20
6829.43449051,1
6829.60344137,19
6829.91069542,2
6829.93314696,12
6830.07385974,20
6830.13354233,20
6830.29267109,1
6830.36857999,18
6830.43693456,20
6830.68529987,22
6830.80632081,7
6830.89680831,20
6831.05547553,60
6831.06685519,19
6831.33260875,38
6831.56406473,9
6831.64453891,19
6831.76773357,40
6832.00953937,20
6832.05102925,19
6832.12019101,5
6832.2207496,20
6832.57267644,20
6833.33464143,20
6833.50628192,15
6833.60977945,20
6833.7437217,38
6834.30399608,7
6834.38762893,39
6834.56875098,19
6834.62186439,19
6834.86474003,20
6834.89115901,19
6834.93110407,20
6835.21716865,40
6835.26235223,2
6835.4881231,6
6835.51894538,20
6835.53392392,20
6836.00508061,20
6836.04950727,20
6836.15716667,20
6836.7951697,19
6836.94427413,19
6837.01881241,8
6837.16579832,38
6837.42474715,16
6837.49716252,4
6837.82984528,60
6838.00535253,80
6838.06848223,76
6838.21837705,18
6838.39985776,20
6838.44060266,5
6838.56090006,19
6838.7906387,17
6838.83133641,19
6838.91069658,7
6839.1545849,40
6839.27616735,1
6839.35892064,3
6839.44449773,32
6839.49579825,16
6839.59852811,20
6839.60155316,6
6839.63683244,2
6839.87826495,20
6840.23202238,2
6840.47931205,2
6840.54631051,20
6840.60224666,9
6840.73694076,19
6840.90191222,19
6840.9049304,19
6840.92824497,60
6840.9343055,20
6841.21894417,45
6841.26180581,20
6841.3227959,20
6841.52160048,19
6841.54654915,20
6841.55840993,16
6841.56551409,20
6841.62036182,20
6841.71905105,57
6841.96163133,9
6842.12793078,11
6842.2967563,14
6842.55304913,38
6842.57557449,15
6842.83741077,5
6843.37976132,20
6843.38224316,20
6844.10404561,6
6844.21186455,120
6844.2957001,20
6844.41614304,20
6844.41789348,20
6844.62972138,18
6844.83594016,32
6844.85717931,10
6844.96370471,8
6844.97452837,20
6845.01703405,19
6845.0766983,20
6845.37590378,20
6845.62678685,20
6845.72898481,19
6845.86367557,5
6845.87352394,6
6846.33468709,80
6846.35713393,20
6846.4180944,5
6846.56414828,3
6846.66929964,1
6847.06595127,19
6847.1695953,19
6847.3123921,19
6847.52494966,8
6847.54323548,38
6847.81041687,15
6848.18281427,7
6848.51133912,20
6848.61025972,19
6848.66772818,18
6848.69481694,19
6848.7864885,20
6849.07578752,57
6849.08498645,8
6849.17951411,20
6849.24464635,19
6849.26939126,5
6849.49726022,20
6849.57599681,19
6849.70883845,5
6850.09603636,19
6850.43115352,20
6850.59070246,19
6850.7128909,16
6851.00127817,20
6851.27603305,44
6851.34267221,20
6851.42146741,5
6851.67439023,20
6851.73506867,20
6851.76570085,19
6852.53342183,38
6852.61561808,6
6852.86278068,7
6852.90227923,40
6853.11773409,18
6853.22697214,32
6853.25342427,2
6853.59429555,3
6853.62053233,19
6853.69565316,20
6853.82920742,19
6853.84940291,9
6853.96856768,20
6854.13734113,29
6854.20301634,20
6854.6049616,40
6854.69402324,20
6854.7624811,5
6854.89360432,20
6854.95205798,19
6855.13395479,38
6855.1429091,38
6855.98752664,15
6856.08082266,5
6856.39348361,9
6856.53420187,16
6856.64976151,19
6856.68686819,15
6857.06995487,19
6857.18133748,20
6857.41732418,20
6857.53923789,5
6857.71807459,20
6857.75577397,16
6857.76156045,20
6857.79545869,13
6858.12103373,14
6858.28273987,18
6858.38785346,6
6858.51746895,20
6858.51820078,38
6858.64767016,20
6858.77742205,19
6859.0220533,19
6859.19859224,20
6859.42760064,20
6859.48653836,10
6859.52085927,18
6859.77399318,6
6859.81612375,10
6860.12679735,13
6860.55532535,18
6860.5709134,20
6860.67528166,2
6860.75626687,22
6860.86608678,20
6861.15589149,10
6861.20486333,1
6861.41021194,20
6861.55364945,20
6861.61045962,19
6861.65521602,20
6861.66045229,15
6861.89349247,13
6861.96101373,7
6862.11455181,15
6862.17952087,19
6862.22515598,7
6862.24016538,8
6862.30899565,9
6862.33902236,19
6862.53583185,19
6862.53766231,7
6862.70462015,2
6862.89357889,19
6862.91886552,15
6863.08454548,3
6863.25135095,10
6863.37181787,45
6863.4382641,19
6863.46862859,28
6863.58313636,40
6863.7055108,20
6863.72352621,19
6864.41686363,95
6864.66296257,38
6864.873104,20
6865.26878415,57
6865.49309369,6
6865.61857804,20
6865.68005594,2
6865.76230993,19
6866.04733889,102
6866.09980637,6
6866.39454015,10
6866.45210583,20
6866.5059436,63
6866.51013026,7
6866.61752899,6
6866.67540499,38
6866.67956864,19
6866.81725735,20
6866.97661223,10
6866.98752372,15
6867.12012038,19
6867.17650236,16
6867.50398087,19
6867.77865171,32
6867.79333973,80
6867.8031405,49
6867.82326252,10
6867.91971566,7
6867.93621343,19
6868.03449425,12
6868.20357915,5
6868.3437894,19
6868.4903634,20
6868.59606349,20
6868.64407583,123
6868.66435477,19
6868.77621528,19
6869.16737631,6
6869.18974403,20
6869.21825943,5
6869.29225796,20
6869.4822072,1
6869.70368545,5
6869.75929226,20
6869.84980935,51
6869.91254588,40
6869.91361624,10
6869.92340904,5
6870.04535069,19
6870.22454189,20
6870.27416406,2
6870.4981358000005,2
6870.50832631,19
6870.52850072,19
6870.76790311,19
6870.82258802,20
6871.1312275,18
6871.18797439,20
6871.3242723,20
6871.34117279,2
6871.38240237,19
6871.45065819,20
6871.54185591,20
6871.63318882,30
6871.65064178,15
6871.68753198,40
6871.72589002,21
6871.8191457,20
6871.82340484,19
6871.92136078,2
6872.01353185,20
6872.02751556,19
6872.08646665,14
6872.4577959,12
6872.74868589,20
6872.76854117,20
6872.82046115,20
6872.99702485,10
6873.07020389,16
6873.29001005,20
6873.56391683,2
6873.67831201,4
6873.76705593,10
6873.88558537,40
6873.92431988,20
6874.06411037,20
6874.58200836,19
6874.93049265,80
6875.0689366,2
6875.24209789,33
6875.26973146,7
6875.30146734,20
6875.35599874,20
6875.48564548,11
6875.58256732,19
6876.02659801,20
6876.10159937,3
6876.23120337,12
6876.28976541,10
6876.41868676,60
6876.55990812,16
6876.66747422,80
6876.83409986,19
6876.85329596,20
6877.0987873,19
6877.09903894,19
6877.25732289,19
6877.3377457,10
6877.46440049,19
6878.01187565,5
6878.71303017,20
6878.72373181,44
6878.98575614,20
6879.02644517,19
6879.04265858,19
6879.24540094,15
6879.70357416,6
6879.94843941,26
6880.00193719,40
6880.04493838,20
6880.39907426,20
6880.63438643,17
6880.72235459,18
6880.75265449,19
6881.11801605,19
6881.15966429,20
6881.40682817,19
6881.52109558,19
6881.99459933,18
6882.14701901,20
6882.4519845,12
6882.47453991,20
6882.74399902,19
6882.85133209,5
6882.86314524,20
6882.95828478,5
6883.15501707,19
6883.2257955,20
6883.26529893,14
6883.28208064,19
6883.3305307,16
6883.47371575,20
6883.64115253,19
6883.89075589,2
